Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,pattern_counts,label
1336,1336,1336,1336,Mon Feb 12 10:59:21 +0000 2024,1756996408450912536,dirty vote milu zainal arifin mochtar bivitri susanti feri amsari pihak orang presiden parpol dukung salah satu paslon bahkan terang kata presiden kampanye samping orang calon presiden,0,1,0,0,in,1098445819,1756645865710862568,AkunPurba_,https://twitter.com/AkunPurba_/status/1756996408450912536,{},
1337,1337,1337,1337,Mon Feb 12 10:58:30 +0000 2024,1756996194767933477,sendiko dawuh kiyai maruf jeneng bijak sekali pimpin sampealyan jadi presiden milu jujur adil semua kontestan,0,0,0,0,in,1467618727138975746,1756966860627882338,RedSemvack,https://twitter.com/RedSemvack/status/1756996194767933477,{},
1338,1338,1338,1338,Mon Feb 12 10:58:19 +0000 2024,1756996146135027997,siapa presiden enggak ngaruh lo sadar perangkat se-mikro kepala desa sangat dampak sama hasil milu sadar gue miskin sengaja berantas tools penting dimanfaatin sesuai sikon,3,3,11,38,in,58138611,1756987640963072490,goodghan,https://twitter.com/goodghan/status/1756996146135027997,{},
1339,1339,1339,1339,Mon Feb 12 10:57:19 +0000 2024,1756995894359290196,sobat gatrik yuk refleksi lebih kenal kandidat presiden-wakil presiden legislatif pilih sobat gatrik u- butuh listrik pasti aman jalan milu februari jalan lancar,0,0,0,0,in,881756855583637504,1756995894359290196,InfoGatrik,https://twitter.com/InfoGatrik/status/1756995894359290196,{},
1340,1340,1340,1340,Mon Feb 12 10:56:22 +0000 2024,1756995654692548945,sini tinggal diposisiin pion-pion catur bagaimana strategi rebut pengaruh pj gubernur tunjuk presiden pj walikotabupati utilisasi organisasi desa paling pengaruh bansos milu gt bansos covid you named lah,0,1,2,13,in,58138611,1756987640963072490,goodghan,https://twitter.com/goodghan/status/1756995654692548945,{},
1341,1341,1341,1341,Mon Feb 12 10:53:27 +0000 2024,1756994923868622936,bawaslu sebut banyak temu langgar milu media sosial sasar pasang calon presiden calon wakil presiden lalu sisa sasar kpu bawaslu,0,0,0,0,in,124390203,1756994923868622936,beritaKBR,https://twitter.com/beritaKBR/status/1756994923868622936,{},
1342,1342,1342,1342,Mon Feb 12 10:52:35 +0000 2024,1756994702711357591,lebih brutal milu lalu benar arti curang milu memang fakta pantesan -ak perlahan negara pimpin sama presiden diemnangkan lalu curang,0,0,0,2,in,1718514873896960000,1756709589737930945,laparotomi,https://twitter.com/laparotomi/status/1756994702711357591,{},
1343,1343,1343,1343,Mon Feb 12 10:52:18 +0000 2024,1756994634218197153,gejayan panggil aksi se-jagad jaring gugat demokrasi sorot tindak presiden jokowi jelang pilpres sorot proses milu umum hingga langgar ham,0,1,0,0,in,1318894199270330369,1756958602265518182,IDNTimesJogja,https://twitter.com/IDNTimesJogja/status/1756994634218197153,{},
1344,1344,1344,1344,Mon Feb 12 10:48:06 +0000 2024,1756993576922411355,bapak presiden joko widodo resmi tetap februari hari libur nasional rangka mungut suara milu serentak lalu putus presiden keppres nomor tahun jangan lupa guna hak pilih wujud indonesia demokrasi,0,0,0,0,in,2364971203,1756993576922411355,jdihbappenas,https://twitter.com/jdihbappenas/status/1756993576922411355,{},
1345,1345,1345,1345,Mon Feb 12 10:48:04 +0000 2024,1756993567866949886,jorok dua ngakalin winning condition pasal a ayat buat provinsi baru langsung ikut milu tau biar orang lantik jadi presiden menang suara masingmasing suara tengah jumlah provinsi,0,1,1,16,in,58138611,1756987640963072490,goodghan,https://twitter.com/goodghan/status/1756993567866949886,{},
1346,1346,1346,1346,Mon Feb 12 10:47:52 +0000 2024,1756993518948741587,presiden terlalu sibuk rancang strategi siap te- ambil putus sendiri pak wapres enggak libat anggap tugas rampung milu pak owi contoh buruk politik identitas jadi ulama rekan dapat enggak harga,1,3,26,221,in,1184690149369638913,1756966860627882338,team_jungpal,https://twitter.com/team_jungpal/status/1756993518948741587,{},
1347,1347,1347,1347,Mon Feb 12 10:47:16 +0000 2024,1756993365592461719,fyi oposisi sama rame fb bahas bantu presiden jelang milu umur ente tau sekarang doang,0,0,0,0,in,2497459398,1756752969364914656,Hexaz000r,https://twitter.com/Hexaz000r/status/1756993365592461719,{},
1348,1348,1348,1348,Mon Feb 12 10:47:05 +0000 2024,1756993319551594939,siar pers siar pers jemaat ahmadiyah indonesia milu langsung presiden wakil presiden ri legislatif periode -,0,0,0,0,in,2253307861,1756993319551594939,imanmubarak_a,https://twitter.com/imanmubarak_a/status/1756993319551594939,{'SIARAN PERS': 1},
1349,1349,1349,1349,Mon Feb 12 10:46:43 +0000 2024,1756993228967207195,dulu kan anak presiden musim milu banyak demen sini baur sama twitter,0,1,0,0,in,4706156592,1756992486667653437,saintscarhead,https://twitter.com/saintscarhead/status/1756993228967207195,{},
1350,1350,1350,1350,Mon Feb 12 10:46:43 +0000 2024,1756993226064691703,milu rupa milu serentak masyarakat pilih presiden wakil presiden masyarakat pilih anggota legislatif dpr dpd dprd provinsi dprd kota kabupaten yuk simak kenal lima jenis surat suara,0,0,0,0,in,1652597629023571968,1756993226064691703,BuletinAnime,https://twitter.com/BuletinAnime/status/1756993226064691703,{},
1351,1351,1351,1351,Mon Feb 12 10:46:12 +0000 2024,1756993098155270420,besok lusa bakal lebih banyak massa aksi protes bijak protes perintah presiden isu makzul tambah protes hasil milu sekarang semua lapis masyarakat plis kalungin kulkas biar fase massa aksi enggak provok,0,0,0,0,in,1144400256622161920,1756993098155270420,weekend_boi,https://twitter.com/weekend_boi/status/1756993098155270420,{},
1354,1354,1354,1354,Mon Feb 12 10:45:38 +0000 2024,1756992955083358680,mana aja penting habis milu semua rakyat jadi oposisi awasin presiden baik pilih bukan semua rakyat satu jangan dewa presiden,0,0,0,2,in,1374381608275304468,1756873124577218981,kosmoswadesta4,https://twitter.com/kosmoswadesta4/status/1756992955083358680,{},
1355,1355,1355,1355,Mon Feb 12 10:44:12 +0000 2024,1756992592699637982,tinggal hari milu kalian baca tweet coblos lah presiden pilih kalian jangan golput cuy kalo golput surat suara kalian coblos sama pihak tentu ingat jangan golput guys,0,0,0,3,in,1630098877,1756992592699637982,haloarfa,https://twitter.com/haloarfa/status/1756992592699637982,{},
1356,1356,1356,1356,Mon Feb 12 10:43:23 +0000 2024,1756992390429282309,dirty vote milu zainal arifin mochtar bivitri susanti feri amsari presiden netral presiden kampanye,0,1,0,0,in,1098445819,1756645865710862568,AkunPurba_,https://twitter.com/AkunPurba_/status/1756992390429282309,{},
1357,1357,1357,1357,Mon Feb 12 10:42:18 +0000 2024,1756992115257831729,lah kalo tau presiden belum enggak pernah bahas masalah semua memang buat jatuh aja mikir lah nih kasus tahun berapa muncul cuma thn masa milu,0,0,0,0,in,1437856483501240322,1756970021946003695,Andra_cukup,https://twitter.com/Andra_cukup/status/1756992115257831729,{},
1358,1358,1358,1358,Mon Feb 12 10:41:37 +0000 2024,1756991945489125658,milu langsung pertama era reformasi surabaya presiden pertama pilih rakyat lsg sejarah,0,0,0,0,in,868104718211457024,1756991945489125658,thejjkimm,https://twitter.com/thejjkimm/status/1756991945489125658,{},
1359,1359,1359,1359,Mon Feb 12 10:40:41 +0000 2024,1756991707764420665,te- kalo jelang pilpres kamu mending pindah negara cuma jadi sampah sini hari tenang milu cuma laku capres cawapres partai bjir kamu enggak pernah baca buku justru saat rakyat buat pikir mana presiden cocok lewat data,0,0,0,0,in,1743650459141963777,1756643054507966802,dweamdlue,https://twitter.com/dweamdlue/status/1756991707764420665,{},
1360,1360,1360,1360,Mon Feb 12 10:37:58 +0000 2024,1756991027360174252,baru kali pas doa sholat aku nangisin calon presiden wajah menangis keras aku takut milu pilih sangat pengaruh tahu depan aku mulai cari kerja anjak dewasa bijak buat sangat pengaruh hidup,0,1,0,1,in,1454487768323608578,1756991027360174252,airyzzar,https://twitter.com/airyzzar/status/1756991027360174252,{},
1361,1361,1361,1361,Mon Feb 12 10:36:42 +0000 2024,1756990706198192225,penangung jawab kayak jakarta skrng gubernur bukan hasil milu hasil pilih presiden tanggung jawab bukan dki sih benarbenar sebar pj,0,2,0,1,in,232742954,1756678681152627109,Rmmive,https://twitter.com/Rmmive/status/1756990706198192225,{},
1362,1362,1362,1362,Mon Feb 12 10:35:57 +0000 2024,1756990519580987856,jadi presiden enak amp kpu malah enggak kerja buat milu amp,0,0,0,1,in,1411904418,1756678681152627109,prtmydh_,https://twitter.com/prtmydh_/status/1756990519580987856,{},
1363,1363,1363,1363,Mon Feb 12 10:34:12 +0000 2024,1756990079799845297,slogan milu bukan soal pilih pimpin baik milu cegah pimpin buruk kuasa rupa suatu tampak ikut tiap presiden selalu tunjuk citra baik kampanye,0,0,0,0,in,1373247988168945665,1756988885622763966,flying_kebab204,https://twitter.com/flying_kebab204/status/1756990079799845297,{},
1364,1364,1364,1364,Mon Feb 12 10:31:41 +0000 2024,1756989444719341899,lebih ikhlas berdoajangankan jadi presiden jadi kontestan milu banyak orang ragu anies terban prediksi koalisi anies bkl henti tengah jalan itu terban,0,0,0,1,in,1571507636075659264,1756948728093855872,Mufikran1,https://twitter.com/Mufikran1/status/1756989444719341899,{},
1365,1365,1365,1365,Mon Feb 12 10:31:08 +0000 2024,1756989305728512442,ganjar-mahfud bukan calon presiden wakil presiden simbol jujur jaga sama integritas milu sama ganjar sejahtera,0,0,0,0,in,1686217200259239937,1756989305728512442,DitoAditya50,https://twitter.com/DitoAditya50/status/1756989305728512442,{},
1366,1366,1366,1366,Mon Feb 12 10:30:00 +0000 2024,1756989020838457519,hi follawers ikut saji artikel klinik hukum catat paling banyak di-share facebook pekan kemarin hukum presiden pihak milu,0,0,0,0,in,81066525,1756989020838457519,klinikhukum,https://twitter.com/klinikhukum/status/1756989020838457519,{},
1367,1367,1367,1367,Mon Feb 12 10:29:13 +0000 2024,1756988823907766662,milu pilih umum nih macam pru sistem negara beza kat indonesia undi nama wakil rakyat kat malaysia korang vote parti pilpres pilih presiden macam pilih pm tpm undi nama calon kat malaysia nama pm amp tpm pilih parti menang ke-i,0,0,0,3,in,2901841986,1756505048547483680,maria_alkibt,https://twitter.com/maria_alkibt/status/1756988823907766662,{},
1368,1368,1368,1368,Mon Feb 12 10:29:11 +0000 2024,1756988814479040833,presiden sekarang pernah omong kan waktu debat milu tahun jadi diomongin waktu pepes kosong melipat tangan,0,0,0,9,in,1101286164,1756839585601212455,flowergaze,https://twitter.com/flowergaze/status/1756988814479040833,{},
1369,1369,1369,1369,Mon Feb 12 10:26:17 +0000 2024,1756988085227962746,data tunjuk lah film nunjukin semua data pj gubenur pilih melangga uu syarat usia ubah jelang milu pemekeran wilayah papua lanvsung milih lah kaltara tunggu enam tahun ah malas ngeladenin orang enggak waras,0,1,0,2,in,1211375255635103744,1756883099106091173,Decimeqe23,https://twitter.com/Decimeqe23/status/1756988085227962746,{},
1370,1370,1370,1370,Mon Feb 12 10:23:52 +0000 2024,1756987476185399711,partai gelora enggak lolos pemiluada data kok komitmen dukung makanya lolos yakin partai enggak lolos parlemen jadi semua revisi asal bukan prabowo jadi presiden,0,0,0,0,in,1465683983488872449,1756726549230104638,MRodhitaufik,https://twitter.com/MRodhitaufik/status/1756987476185399711,{},
1371,1371,1371,1371,Mon Feb 12 10:18:05 +0000 2024,1756986019851952143,padahal tau hari gua tunggutunggu datang iya milu wkwk gua pengin tau siapa bakal jadi presiden pilih gua menang bukan,0,1,0,0,in,1313209667481300992,1756986019851952143,istrisolehahhhh,https://twitter.com/istrisolehahhhh/status/1756986019851952143,{},
1372,1372,1372,1372,Mon Feb 12 10:16:07 +0000 2024,1756985527394533819,aksi gejayan panggil sorot praktik milu kotor butuh berapa orang dinotice presiden langsung,0,0,0,0,in,1479270172670103554,1756981506910904704,penggilakeju,https://twitter.com/penggilakeju/status/1756985527394533819,{},
1373,1373,1373,1373,Mon Feb 12 10:15:33 +0000 2024,1756985385522270235,nah anies baswedan label label sama cuma dukung pks konsisten sejak milu gubernur jakarta hingga milu presiden padahal konservatif intoleran cuma label,0,0,0,0,in,1434536880154951685,1756985024614973890,500DaysOfKiwi,https://twitter.com/500DaysOfKiwi/status/1756985385522270235,{},
1374,1374,1374,1374,Mon Feb 12 10:14:42 +0000 2024,1756985169305907463,gejayan panggil wajah berkacamata hitam bendera indonesia aksi lawan curang milu pihak presiden joko widodo jokowi salah satu paslon,0,0,3,4,in,1978790995,1756985169305907463,LaingenLisa,https://twitter.com/LaingenLisa/status/1756985169305907463,{},
1375,1375,1375,1375,Mon Feb 12 10:13:20 +0000 2024,1756984828229218341,benar presiden kan anak presiden bobrok banget lah shil mulai papua awal provinsi pecah jadi naik suara mk bansos rakyat bagi jelang milu all for sih anak emas sial,0,1,0,0,in,1433722375481085954,1756978330941997472,JonghoJoestarr,https://twitter.com/JonghoJoestarr/status/1756984828229218341,{},
1376,1376,1376,1376,Mon Feb 12 10:13:05 +0000 2024,1756984761598574681,bansos jorx jelang milu bansos hai fokus pulau jawa utama jawa tengah sdgkan pulau papua bansos bansos bagi presiden,0,0,1,8,in,73027905,1756962847106478114,ad_pur1to,https://twitter.com/ad_pur1to/status/1756984761598574681,{},
1377,1377,1377,1377,Mon Feb 12 10:12:31 +0000 2024,1756984621504557336,gejayan panggil aksi lawan curang milu pihak presiden joko widodo jokowi salah satu paslon wajah berkacamata hitam bendera indonesia,0,0,5,6,in,1978790995,1756984621504557336,LaingenLisa,https://twitter.com/LaingenLisa/status/1756984621504557336,{},
1378,1378,1378,1378,Mon Feb 12 10:10:55 +0000 2024,1756984216959815905,ingat bang tiket capres jadi milu demokrat wajib tahun demokrat usung kader sendiri dipilpres tetap coblos kalo presiden coblos semua,0,0,0,1,in,147593363,1756631749709467985,k3yong_nur,https://twitter.com/k3yong_nur/status/1756984216959815905,{},
1379,1379,1379,1379,Mon Feb 12 10:10:29 +0000 2024,1756984110248321137,calon presiden anies baswedan ikut komentar kait film dirty vote ungkap bagi curang milu,0,0,0,0,in,1698580133068865536,1756984110248321137,heralddotID,https://twitter.com/heralddotID/status/1756984110248321137,{},
1380,1380,1380,1380,Mon Feb 12 10:10:23 +0000 2024,1756984082259750977,probolinggo- polres probolinggo gelar apel geser pasu rangka aman tps tahap pungut hitung suara milu legislatif presiden tahun wilayah hukum polres probolinggo senin halaman mapolres probolinggo,0,0,0,0,in,1468948865923485697,1756984082259750977,PolsekgendingP,https://twitter.com/PolsekgendingP/status/1756984082259750977,{},
1381,1381,1381,1381,Mon Feb 12 10:09:31 +0000 2024,1756983863937819069,ketidakberesan diri prabowo pimpin kemudian jadi makzul presiden mangkat otomatis wakil ganti sesuai perintah konstitusi nilai milu ikut pilih baris,0,1,0,0,in,1444163796,1756849441271914665,ada_ndie,https://twitter.com/ada_ndie/status/1756983863937819069,{},
1382,1382,1382,1382,Mon Feb 12 10:09:03 +0000 2024,1756983750184046794,presiden dorong laksana milu jujur adil,0,1,0,0,in,1564445082866323456,1756983750184046794,BertaniKodok,https://twitter.com/BertaniKodok/status/1756983750184046794,{},
1383,1383,1383,1383,Mon Feb 12 10:08:18 +0000 2024,1756983560110837784,gejayan panggil aksi lawan curang milu pihak presiden joko widodo jokowi salah satu paslon sih gembrot wajah berkacamata hitam bendera indonesia,0,0,2,3,in,1978790995,1756983560110837784,LaingenLisa,https://twitter.com/LaingenLisa/status/1756983560110837784,{},
1384,1384,1384,1384,Mon Feb 12 10:04:34 +0000 2024,1756982618309181684,demo gejayan panggil aksi sebut lawan curang milu pihak presiden joko widodo jokowi salah satu paslon capres-cawapres wajah berkacamata hitam bendera indonesia,0,0,0,0,in,1978790995,1756982618309181684,LaingenLisa,https://twitter.com/LaingenLisa/status/1756982618309181684,{},
1385,1385,1385,1385,Mon Feb 12 09:57:06 +0000 2024,1756980742532509749,kalo milu gagal jafi presiden benar naik gunung enggak,0,0,0,1,in,1313623597299101698,1756832899138191666,984_goldyck_237,https://twitter.com/984_goldyck_237/status/1756980742532509749,{},
1386,1386,1386,1386,Mon Feb 12 09:56:35 +0000 2024,1756980612832047339,jadi presiden amp wapres bonus juang dukung ubah henti milu tara bebas demokrasi,0,0,0,0,in,227325657,1756948728093855872,hadinug0976,https://twitter.com/hadinug0976/status/1756980612832047339,{},
1387,1387,1387,1387,Mon Feb 12 09:52:56 +0000 2024,1756979693130269023,kalo munir hidup lebih baik pilih munir jadi presiden paslon milu,0,0,0,0,in,1737720281739952128,1756975765214867822,kushinada_49035,https://twitter.com/kushinada_49035/status/1756979693130269023,{},
1388,1388,1388,1388,Mon Feb 12 09:50:49 +0000 2024,1756979158876627337,bukan soal literasi rendah lebih tekan penting jabat daerah nyalon presidenwapres cuti dulu jabat gerak dikit lu orang jadi ambigu giat milu orang lu jalan tugas jabat,0,0,0,0,in,1441678690451005446,1756979158876627337,habbibull,https://twitter.com/habbibull/status/1756979158876627337,{},
1389,1389,1389,1389,Mon Feb 12 09:48:14 +0000 2024,1756978508046495757,turun presiden cawe semua perangkat negara guna te- harap menang hahaha milu indonesia kayak main judi slot hebat apa tetap bandar menang wkwkwkwk,0,0,0,0,in,1508787694997950472,1756873800766140774,Gutop4s,https://twitter.com/Gutop4s/status/1756978508046495757,{},
1390,1390,1390,1390,Mon Feb 12 09:46:36 +0000 2024,1756978099626094908,gila sih kentara banget milu kotor incumbent aka presiden benar ngerecokin milu mana asas luber jurdil memang gejayana panggil jangan bibit orba tumbuh,0,0,0,0,in,2562709808,1756978099626094908,JeffJeffrey123,https://twitter.com/JeffJeffrey123/status/1756978099626094908,{},
1391,1391,1391,1391,Mon Feb 12 09:46:02 +0000 2024,1756977957086921113,benar milu cuma buat penuh syarat pilih presiden kok enggak perlu ribut enggak perlu rame presiden nya tinggal tunggu tanggal lantik kalau mau jujur benar habis waktu tenaga debat enggak perlu,0,0,0,0,in,1508787694997950472,1756873800766140774,Gutop4s,https://twitter.com/Gutop4s/status/1756977957086921113,{},
1392,1392,1392,1392,Mon Feb 12 09:44:26 +0000 2024,1756977551686484274,gejayan panggil aksi lawan curang milu pihak presiden jokowi salah satu paslon,8,18,188,575,in,506059176,1756977551686484274,Urrangawak,https://twitter.com/Urrangawak/status/1756977551686484274,{},
1394,1394,1394,1394,Mon Feb 12 09:41:53 +0000 2024,1756976913573413318,tak pernah janji timbul tenggelam sama rakyat milu capres siapa lalu meniggalkan menghianati pilih gabung perintah presiden pilih siapa om please introspeksi diri,0,0,0,0,in,2438466662,1756974302115889315,Adus_solihin,https://twitter.com/Adus_solihin/status/1756976913573413318,{},
1395,1395,1395,1395,Mon Feb 12 09:40:41 +0000 2024,1756976608857247839,pertama kali ikut milu presiden seru ygy,0,1,0,0,in,1117081939637194753,1756976608857247839,nojaemji,https://twitter.com/nojaemji/status/1756976608857247839,{},
1396,1396,1396,1396,Mon Feb 12 09:38:42 +0000 2024,1756976112712995096,presiden aku coblos x lama milu nyata kelas ngu-i pangan lama tahu enggak mampu wajah terlalu lelah wajah terlalu lelah wajah terlalu lelah,0,2,0,1,in,1711717329284087808,1756889626973983150,Kastowo490111,https://twitter.com/Kastowo490111/status/1756976112712995096,{},
1397,1397,1397,1397,Mon Feb 12 09:38:20 +0000 2024,1756976017296830914,andai beliau jadi presiden rakyat te- ingat bagaimana milu langsung tetap kritik semua bijak kalau rasa sesuai janji berat rakyat beda fitnah kritik hal-hal bukti data,1,4,0,0,in,1636702646466936836,1756957232863105513,tweetsiojan,https://twitter.com/tweetsiojan/status/1756976017296830914,{},
1398,1398,1398,1398,Mon Feb 12 09:37:20 +0000 2024,1756975765214867822,kalo suara golput lebih besar jadi calon inkamben baru amp kandidat kuat presiden amp wapres indonesia masyarakat bukan pilih amp usung partai wanda hamida presiden amp sus pujiastuti wakil presiden milu rakyat golput,1,2,1,1,in,1737720281739952128,1756975765214867822,kushinada_49035,https://twitter.com/kushinada_49035/status/1756975765214867822,{},
1399,1399,1399,1399,Mon Feb 12 09:36:34 +0000 2024,1756975572159492370,tanggal febuari semua pilih presiden baru tanggal febuari muhammadiyah lebih dulu milu,0,0,0,1,in,1514659489479217152,1756975572159492370,fwbale,https://twitter.com/fwbale/status/1756975572159492370,{},
1400,1400,1400,1400,Mon Feb 12 09:36:20 +0000 2024,1756975515867771297,bodoh nya cara ber pikir enggak benci jokowi pribadi benci sikap sekarang presiden konteks hadap milu,0,0,0,0,in,1422679278320164865,1756652009787396172,soleh_cahyono,https://twitter.com/soleh_cahyono/status/1756975515867771297,{},
1401,1401,1401,1401,Mon Feb 12 09:35:13 +0000 2024,1756975232974545334,film isi ngebongkar curang milu bilang jangan naif presiden kampanye bilang bolehboleh aja biar rakyat nilai,0,1,0,0,in,1011465558225612800,1756669393902448853,detectiveweedee,https://twitter.com/detectiveweedee/status/1756975232974545334,{},
1402,1402,1402,1402,Mon Feb 12 09:25:48 +0000 2024,1756972865658982885,putus mendadakkenapa dana bansos lebih besar masa milu pas covid,0,1,0,1,in,1466243933827043333,1756883099106091173,Lucysenco,https://twitter.com/Lucysenco/status/1756972865658982885,{},
1403,1403,1403,1403,Mon Feb 12 09:24:40 +0000 2024,1756972578193949140,nya bakal masuk rs jiwa masang photo presiden baru padahal milu langsung,0,0,0,1,in,801003010671263744,1756969106405019841,anton_sukisno,https://twitter.com/anton_sukisno/status/1756972578193949140,{},
1404,1404,1404,1404,Mon Feb 12 09:24:36 +0000 2024,1756972563820097822,i had google her milu presiden hilal siapa minta kursi aja wow,0,1,0,0,in,1185174438951575553,1756961430304366762,LaurensiaVidya,https://twitter.com/LaurensiaVidya/status/1756972563820097822,{},
1405,1405,1405,1405,Mon Feb 12 09:23:53 +0000 2024,1756972380344517065,makzul zukowi kunci jadi curang milu presiden punya banyak alat laku curang milu lewat bin jaksa lapas,0,1,1,5,in,1730762969779437568,1756880038383988808,MotherFarher,https://twitter.com/MotherFarher/status/1756972380344517065,{},
1406,1406,1406,1406,Mon Feb 12 09:22:58 +0000 2024,1756972153373863941,apel geser pasu rangka aman tps tahap pungut hitung suara milu legislatif presiden wilayah hukum polres probolinggo,0,0,0,0,in,149361252,1756972153373863941,LantasProb,https://twitter.com/LantasProb/status/1756972153373863941,{},
1407,1407,1407,1407,Mon Feb 12 09:20:13 +0000 2024,1756971459073962455,indonesia awal milu baikbaik bahkan calon puja setinggi langit jelang alhir jabat umum presiden banyak cerca hujat coba baca cerita,0,0,0,0,in,966444078144483329,1756918588546691231,e2oliHhZSkBYTFc,https://twitter.com/e2oliHhZSkBYTFc/status/1756971459073962455,{},
1408,1408,1408,1408,Mon Feb 12 09:18:37 +0000 2024,1756971055053419002,ahli prediksi kisruh milu potensi curang debat sengit cumi top v detik-detik coblos milu depan mata jelang pilih presiden wakil presiden periode baca,0,0,0,0,in,1674289887053512704,1756971055053419002,indigo_cumicumi,https://twitter.com/indigo_cumicumi/status/1756971055053419002,{},
1409,1409,1409,1409,Mon Feb 12 09:16:45 +0000 2024,1756970585484308659,pantau lokasi pukul wib ratus mahasiswa gabung kampus yogyakarta aliansi masyarakat mulai kumpul bundar ugm aksi sebut lawan curang milu pihak presiden joko widodo jokowi salah,0,2,18,61,in,1226725839099707392,1756970585484308659,aan_muba,https://twitter.com/aan_muba/status/1756970585484308659,{},
1410,1410,1410,1410,Mon Feb 12 09:16:08 +0000 2024,1756970431368802359,masyarakat suara gera salam jari lebih fokus sorot ketidaknetralan perintah milu kritik sebut masuk akal lantar presiden jokowi nilai cawe-cawe lantar sebut pimpin pihak kampanye,0,1,0,0,in,2295403266,1756970402642096469,GatraMediaGroup,https://twitter.com/GatraMediaGroup/status/1756970431368802359,{},
1411,1411,1411,1411,Mon Feb 12 09:16:02 +0000 2024,1756970407503306931,debat capres pamungkas jakarta convention center jcc senayan jakarta ahad februari lalu bagi bansos presiden jokowi jajar momentum milu dapat sorot tajam jumlah pihak,0,1,0,0,in,2295403266,1756970402642096469,GatraMediaGroup,https://twitter.com/GatraMediaGroup/status/1756970407503306931,{},
1412,1412,1412,1412,Mon Feb 12 09:16:01 +0000 2024,1756970402642096469,masif salur bantu sosial bansos upa beras bantu langsung tunai blt mitigasi risiko pangan perintah joko widodo jokowi jelang hari coblos milu jadi isu seksi ungkap calon presiden capres anies baswedan ganjar pranowo,0,1,0,0,in,2295403266,1756970402642096469,GatraMediaGroup,https://twitter.com/GatraMediaGroup/status/1756970402642096469,{},
1413,1413,1413,1413,Mon Feb 12 09:15:00 +0000 2024,1756970145262825738,allan nairn orang wartawan investigasi senior as tulis ungkap pilih jadi presiden ri milu februari datang prabowo subianto sebut bawa indonesia tuju rezim diktator fasis,4,24,24,30,in,1664572693180747777,1756970145262825738,faktacom_,https://twitter.com/faktacom_/status/1756970145262825738,{},
1414,1414,1414,1414,Mon Feb 12 09:14:23 +0000 2024,1756969993101832496,milu tahun lalu gue dukung pskarena ulamaustadz gue suka dukung pswalau akhir kalah jkw tahun berbedasebenarnya dulu wakil presiden condong pas umum grr wakil,0,1,0,0,in,1244844080724504576,1756969993101832496,DeniAdi30924349,https://twitter.com/DeniAdi30924349/status/1756969993101832496,{},
1415,1415,1415,1415,Mon Feb 12 09:12:17 +0000 2024,1756969461968744774,presiden tetap hari milu februari hari libur nasional lengkap,0,0,0,0,in,1169530447614767104,1756969461968744774,DSubulussalam,https://twitter.com/DSubulussalam/status/1756969461968744774,{},
1416,1416,1416,1416,Mon Feb 12 09:09:54 +0000 2024,1756968864917979551,presiden jokowi tegas aparat netral jaga daulat rakyat milu lengkap,0,0,0,0,in,1169530447614767104,1756968864917979551,DSubulussalam,https://twitter.com/DSubulussalam/status/1756968864917979551,{},
1417,1417,1417,1417,Mon Feb 12 09:09:26 +0000 2024,1756968746999230930,kalau era orde baru menang milu presiden soeharto guna alat abang abri birokrasi golong karya nyata sekarang guna rumus sama cuman singkat beda,0,0,0,0,in,158284124,1756968746999230930,zalkad,https://twitter.com/zalkad/status/1756968746999230930,{},
1418,1418,1418,1418,Mon Feb 12 09:06:48 +0000 2024,1756968083259109825,pilih presiden wakil presiden milu pilih calon legislatif loh yuk tahu siapa caleg sesuai dapil,0,0,2,4,in,833524681,1756968083259109825,PPAisyiyah,https://twitter.com/PPAisyiyah/status/1756968083259109825,{},
1419,1419,1419,1419,Mon Feb 12 09:05:29 +0000 2024,1756967750923350125,rame rame ro milu sok ki ngopo jane wong nek presiden e sing dadi sih a opo sih b ora ngubah nasib yoan takdir e wis dadi rakyat cilik sing penting usaha dewe wkwk nek aku ra tak ambil pusing mending niat glidik sing semangat mawon wajah tersenyum lebar dan berkeringat wajah tersenyum lebar dan berkeringat,0,0,0,0,in,1509389583481729028,1756967750923350125,Dmrstyo,https://twitter.com/Dmrstyo/status/1756967750923350125,{},
1420,1420,1420,1420,Mon Feb 12 09:02:24 +0000 2024,1756966974415098003,hah kok jawab begini doang coba jelasin sama presiden kampanye prabowo gibran cuti lebih mekar provinsi papua langsung ikut pul padahal kaltara tunggu tahun baru ikut milu,0,0,0,0,in,1429361011178369029,1756911224963695090,kentomiyauraaa,https://twitter.com/kentomiyauraaa/status/1756966974415098003,{},
1422,1422,1422,1422,Mon Feb 12 08:59:48 +0000 2024,1756966320955122122,alhamdulillah baru ikut milu kali dulu memang enggak cocok dadi presiden kak,0,1,0,0,in,1370297181874180097,1756961427414499336,neonjyi,https://twitter.com/neonjyi/status/1756966320955122122,{},
1423,1423,1423,1423,Mon Feb 12 08:59:25 +0000 2024,1756966225111130242,salah siapa presiden jokowi cawe-cawe milu,0,0,0,0,in,1183300525850152961,1756840212263768323,Gembloenk69,https://twitter.com/Gembloenk69/status/1756966225111130242,{},
